Problem;Kodierung;k;middletime;endtime;numClauses;status
Queensproblem;NetworksNaiv;5;0.564;0.139;.05488;SATISFIABLE;
Queensproblem;NetworksNaiv;10;0.321;1.316;.80278;SATISFIABLE;
Queensproblem;NetworksNaiv;15;1.295;8.435;3.90618;SATISFIABLE;
Queensproblem;NetworksNaiv;20;3.651;51.171;12.07758;SATISFIABLE;
Queensproblem;NetworksNaiv;25;13.002;82.084;29.07948;SATISFIABLE;
Queensproblem;NetworksNaiv;30;19.225;226.596;59.72438;SATISFIABLE;
Queensproblem;NetworksNaiv;35;45.279;456.828;109.87478;SATISFIABLE;
Queensproblem;NetworksNaiv;40;75.519;10,514.995;186.44318;SATISFIABLE;
