Problem;Kodierung;k;middletime;endtime;logendtime;numClauses;lognumClauses;status
DigiTomo_H-Tree;Naiv;5;322;48;1.6812412373755872;192;2.2833012287035497;SATISFIABLE;
DigiTomo_H-Tree;Naiv;10;156;104;2.0170333392987803;6998;3.8449739381468877;SATISFIABLE;
DigiTomo_H-Tree;Naiv;15;3571;1208;3.082066934285113;163246;5.212842548604322;SATISFIABLE;
DigiTomo_H-Tree;Naiv;20;240569;42634;4.629756080862766;7940531;6.899849545583144;SATISFIABLE;
